-11.6218947714, 0.77798975499107
-11.1440342710, 1.00839860830902
-10.7285294695, 1.23885448704092
-10.3546304031, 1.51006572454734
-9.928850548662, 1.87626046070537
-9.565438149497, 2.25607689177689
-9.191633133845, 2.63588548527942
-8.859386827789, 3.00215075955841
-8.548031561890, 3.49060373447100
-8.195176368161, 4.06047337610469
-7.821571210519, 4.67105135109893
-7.427227845315, 5.33591232895322
-7.115931361183, 5.89223865136338
-6.825243764724, 6.24496060641884
-6.534567924618, 6.61125723097381
-6.129585059503, 6.99104231176935
-5.662234739110, 7.35720569765141
-5.122147859657, 7.73688889005001
-4.810592735749, 7.99457248347089
-4.457514171304, 8.30652340461384
-4.166826574845, 8.65924535966930
-3.907234533374, 8.91696814093516
-3.678926148546, 9.29688646040362
-3.409059054122, 9.69034809909561
-3.066619989589, 10.2873749172973
-2.744954401676, 10.8708427411375
-2.350411178463, 11.3049343375000
-2.049319209163, 11.6440737854870
-1.633884945793, 11.9559776812160
-1.176903729180, 12.2949995656680
-0.709447601605, 12.5389909260544
-0.054842082781, 12.6878185237024
0.7348674503800, 12.8365442329534
1.5246122526022, 12.9445459337059
2.2727865888744, 13.0525789847343
2.8547143304070, 13.1200134283682
3.4366185592327, 13.2145972110010
3.8834422864278, 13.2821335430318
4.2990999205139, 13.3361187182700
4.7979337555605, 13.3493171844578
5.5150242931982, 13.3487763921971
6.2217222143483, 13.3482434375055
6.7621382716984, 13.3478358839177
7.4168731104110, 13.3473421170710
